Code,richness,MAT,MDR,ISO,TS,MTWM,MTCM,TAR,MTWetQ,MTDQ,MTCQ,MTWarmQ,WD,PET,MAP,PWM,PDM,PS,PWetQ,PDQ,PWarmQ,PCQ,MI,AET,ER,NVF,RMAT,RMAP,population,AOC,GDP
PA395,35,16.77534721,7.734027748,31.82694143,594.4491502,28.05833308,3.758333385,24.29999969,23.45000002,8.765277773,23.45000002,8.765277773,3.66666667,1183.666667,1180,236.4166667,18.33333333,78.53690407,612.3333333,60.08333333,612.3333333,60.08333333,-0.309771896,976.75,949,2,1.995833367,29,1203.134605,4951501.829,411.5555556
QL396,40,16.62395836,7.763194376,31.91227419,594.5582234,27.9749999,3.649999976,24.32499993,23.29861114,8.620833351,23.29861114,8.620833351,-38.33333333,1180.666667,1219,243.6666667,18.25,78.97156862,636.75,61.75,636.75,61.75,3.246753246,982.6666667,916,2,2.704166681,35,340.1490994,1003576.579,396.1111111
GL397,16,16.50069449,7.361111098,29.98379232,617.9149922,27.86666679,3.316666683,24.55000011,23.49861124,8.243055609,23.49861124,8.243055609,-97.08333333,1148.166667,1245.25,246.0833333,18.25,77.53184493,641,63.5,641,63.5,8.455508782,1004.25,441,2,0.708333532,19,2085.123482,3953209.164,475.6666667
WM398,52,19.1115741,7.423148239,32.27492663,562.4579157,29.67777782,6.677777767,23.00000005,25.35740743,11.50740746,25.35740743,11.50740746,8.44444445,1239.555556,1231.111111,235,11.88888889,81.50035165,665.2222222,54.11111111,665.2222222,54.11111111,-0.681247759,992.4444444,508,3,0.854166706,4,454.9713936,291706.1624,145.6666667
XR399,21,15.36296296,7.775925912,32.88649089,576.5431352,26.23333316,2.588888831,23.64444433,21.71666675,7.557407428,21.71666675,7.557407428,-136.2222222,1163,1299.222222,256.4444444,20.33333333,79.1648258,683,65.33333333,683,65.33333333,11.71300277,958.6666667,189,2,0.233333419,5,1853.708298,4052478.684,663.5555556
PZ400,25,14.19791665,7.487499974,33.52621758,540.4421966,24.55833324,2.225000004,22.33333323,20.21111106,6.884722223,20.21111106,6.884722223,-69.08333333,1156.916667,1226,247.5833333,16.83333333,82.72655562,660,54,660,54,5.971331844,906.5833333,340,2,0.637499899,17,1498.7789,3892139.828,1325.375
QL401,27,15.85937496,7.670833247,32.01172351,587.0039096,26.90624988,2.943750024,23.96249986,22.39166665,7.923958336,22.39166665,7.923958336,-97.875,1163.9375,1261.8125,251.4375,19.0625,79.3055803,661.625,63,661.625,63,8.408956666,974.0625,415,2,1.570833157,12,3551.368729,4894637.411,414.8888889
XX402,11,14.62532052,7.460897498,29.46290111,642.0619309,26.47692299,1.153846163,25.32307683,21.48333333,6.173076903,21.98846152,6.173076903,-95.30769231,1095,1190.307692,229.4615385,18,74.65226527,589.3076923,61,589.0769231,61,8.703898841,974.3846154,119,1,0.474999925,10,94300.76788,1042304.264,2681.111111
QL403,30,15.90173608,7.761805524,32.08453786,588.861887,27.16666667,2.974999984,24.19166668,22.49999997,7.96388891,22.49999997,7.96388891,-67.41666667,1171,1238.416667,247.5,19,79.12563806,647.3333333,62.66666667,647.3333333,62.66666667,5.757187589,971.4166667,491,1,0.78333346,10,1246.561218,6498160.476,436.8888889
PZ404,31,13.81597221,7.955555494,36.62029173,496.5970726,24.25833305,2.533333341,21.72499971,19.40972225,7.088888894,19.40972225,7.088888894,10.41666667,1156,1145.583333,232.9166667,15,84.09214939,623,49.75,623,49.75,-0.901095733,884.0833333,571,2,1.395833393,24,2521.371964,2368260.677,1204.222222
ZN405,8,18.66458334,7.998611126,32.48219858,604.4412278,30.14166689,5.516666651,24.62500024,25.43333329,10.54583336,25.43333329,10.54583336,-27.5,1195.833333,1223.333333,239.1666667,16.16666667,77.82842342,632.25,61.16666667,632.25,61.16666667,2.299651568,1014.916667,494,1,0.724999885,9,760.1176414,81818.395,416.75
XX406,9,14.21250005,7.534523775,29.30069538,651.5796668,26.29285731,0.578571443,25.71428586,20.5880954,5.677380957,21.72023828,5.677380957,-106.3571429,1069.857143,1176.214286,226,17.92857143,73.86745853,580.5714286,60.92857143,574.9285714,60.92857143,9.941247162,971.7142857,108,1,0.266666718,4,7883.649536,1272609.917,1529
XR407,18,16.93576392,8.113194487,32.8172143,598.322116,28.57499997,3.858333369,24.7166666,23.64722231,8.870833334,23.64722231,8.870833334,-69.41666667,1186.833333,1256.25,250.5,17.75,79.15381623,657.8333333,62.16666667,657.8333333,62.16666667,5.848897627,999.75,777,2,2.412500103,36,1073.360584,954903.6747,604.3333333
LZ408,5,12.69615384,7.321794828,30.02661654,612.7125171,24.01538453,-0.369230776,24.3846153,19.74871792,4.561538445,19.74871792,4.561538445,-147.6923077,1029.769231,1177.461538,228.0769231,18.07692308,76.20011502,592.8461538,58.53846154,592.8461538,58.53846154,14.34227235,905.8461538,387,1,0.916666664,12,2556.369156,674478.0444,755.8888889
SC409,21,13.84398145,7.673148117,33.55557654,550.1688359,24.46666654,1.599999997,22.86666654,20.03703695,6.455555578,20.03703695,6.455555578,10.77777778,1138.888889,1128.111111,227.4444444,16,81.79751348,597.2222222,49,597.2222222,49,-0.946341464,893.5555556,661,3,0.904166664,7,3455.138519,3298362.441,547.625
PD410,21,14.74513891,7.288888856,29.03918716,639.233942,26.40833314,1.308333327,25.09999982,21.70555558,6.319444456,22.07499999,6.319444456,-85.16666667,1093.083333,1178.25,228.6666667,18,74.9778486,584,59.08333333,584,59.08333333,7.79141572,975.6666667,271,1,0.604166647,6,1434.892838,773627.6304,777.3333333
GL411,25,16.60729164,7.607638816,30.45000504,624.8849178,28.43333308,3.450000048,24.98333303,23.73333324,8.279166685,23.73333324,8.279166685,-75.25,1154.666667,1229.916667,241.5833333,17.75,76.94857849,628.6666667,62.58333333,628.6666667,62.58333333,6.517032333,1008.416667,654,2,1.529166957,21,687.8828087,3021532.542,493.6666667
SC412,29,13.86375001,7.564166702,33.24910789,548.2307131,24.44000015,1.689999974,22.75000018,20.03666668,6.478333336,20.03666668,6.478333336,-31,1136.7,1167.7,237.6,16.9,82.53688922,624.3,52.1,624.3,52.1,2.727192751,895.2,538,3,0.900000066,9,1995.29274,4598283.281,733.25
ZN413,30,16.22583329,7.39388888,29.74175748,626.4994566,27.85333328,2.993333356,24.85999993,23.37333321,7.887777766,23.37333321,7.887777766,-77.06666666,1141.466667,1218.533333,239.0666667,18,76.20766794,616.6,62.06666667,616.6,62.06666667,6.751547716,1003.4,318,2,0.387499859,8,1525.467773,1024706.595,415.3333333
CH414,18,18.85375001,7.629166734,31.68552386,597.7576442,30.11999989,6.040000057,24.07999983,25.61166665,10.84166664,25.61166665,10.84166664,-64.6,1206.7,1271.3,245.8,12.3,82.88498732,698.2,57.1,698.2,57.1,5.353443275,1000.6,537,2,1.104166687,21,1310.41671,3198101.517,146
PZ415,18,15.13878206,8.104487181,34.21821142,563.6412566,26.01538467,2.330769255,23.68461542,21.33974352,7.479487173,21.33974352,7.479487173,-62,1179.769231,1241.769231,253.6153846,17.76923077,82.36927277,667.0769231,56.84615385,667.0769231,56.84615385,5.255265045,937.6153846,563,2,1.833333274,16,2232.199203,1000000,1068.777778
QL416,41,16.86851856,7.687037095,32.02482243,589.8666084,27.98888885,3.988888926,23.99999992,23.4685185,8.918518574,23.4685185,8.918518574,-11.88888889,1197.222222,1209.111111,240,18.44444444,78.54516278,628.6666667,61.88888889,628.6666667,61.88888889,0.993039443,982.5555556,924,1,2.833333443,26,383.4365005,5617566.048,446.1111111
SC417,18,14.27166664,7.509999983,30.47918538,612.5167405,25.59333331,0.953333342,24.63999997,21.24777775,6.063333309,21.24777775,6.063333309,-60.4,1092.866667,1153.266667,227.5333333,17.93333333,77.36044075,587.2666667,57.6,587.2666667,57.6,5.526749222,928.6666667,503,2,1.020833189,5,3613.662842,521302.3278,775.125
CH418,15,16.29131943,7.579861108,31.94879063,586.7525176,27.36666663,3.641666651,23.72499998,22.8055555,8.363888893,22.8055555,8.363888893,-149.6666667,1162.5,1312.166667,250.5,14.16666667,82.75848334,719.6666667,61.25,719.6666667,61.25,12.87455197,985.6666667,335,2,0.712500105,10,1056.055122,2668922.944,153.6666667
PZ419,26,13.86249998,8.017592521,35.59895135,533.1454039,24.54444419,2.022222201,22.52222199,19.79074068,6.687037031,19.79074068,6.687037031,6.22222222,1159.222222,1153,235.3333333,15,83.75524168,622.3333333,49,622.3333333,49,-0.536758363,881.6666667,425,2,1.412500029,27,3369.981361,3055061.413,1110.555556
ZY420,49,14.89895837,6.953472243,28.42020055,628.7232069,26.2750001,1.808333308,24.46666679,22.11666677,6.58611107,22.11666677,6.58611107,-132.9166667,1091.75,1224.666667,236.75,17.75,75.31450409,613.25,61.75,613.25,61.75,12.17464316,985.25,339,2,0.608333483,8,1058.868046,1305901.224,217.5555556
XR421,13,15.90340902,7.774999958,32.74292443,578.486664,26.79999958,3.054545403,23.74545418,22.2772726,8.054545504,22.2772726,8.054545504,-146.2727273,1174.636364,1320.909091,259.0909091,20,79.55316669,698.6363636,66.45454545,698.6363636,66.45454545,12.45259655,973.0909091,107,1,0.116666754,13,29071.09442,8819063.406,682
ZF422,21,16.68333327,7.920833389,31.92771511,607.4807723,28.42499971,3.616666635,24.80833308,23.52916643,8.524999976,23.52916643,8.524999976,-135.25,1162.75,1298,253.0833333,16.91666667,79.77561701,688.5833333,64.25,688.5833333,64.25,11.63190712,1007.416667,346,2,0.570833315,12,1411.708626,4290754.128,599.875
SC423,23,13.50874998,7.617499974,32.36019715,572.6021956,24.49000015,0.950000012,23.54000014,20.00166664,5.876666667,20.00166664,5.876666667,-21.8,1105.5,1127.3,223.6,17.9,79.19660884,582.7,54.5,582.7,54.5,1.97195839,883.8,883,2,2.32083342,9,483.5522385,2628912.48,583
ZF424,18,16.04629628,7.770370324,31.84563327,599.8014548,27.55555534,3.155555566,24.39999978,22.78148143,7.987037067,22.78148143,7.987037067,-151.7777778,1152.666667,1304.444444,254.4444444,17.66666667,79.48461628,689.5555556,64.66666667,689.5555556,64.66666667,13.16753422,990.6666667,365,2,0.800000072,11,975.9896927,1842232.827,575.3333333
LZ425,21,13.59393933,7.484848515,30.5724153,611.1760128,24.89090937,0.409090909,24.48181846,20.58636362,5.463636324,20.58636362,5.463636324,-97.18181819,1069.363636,1166.545455,227.5454545,17.90909091,76.58824621,589,57.63636364,589,57.63636364,9.087817734,922.6363636,536,2,1.53333342,9,1979.308624,790161.4841,781.1111111
XX426,14,14.98593743,7.343749878,29.05548323,643.3921213,26.7562499,1.481249996,25.27499991,21.79791658,6.502083343,22.36770821,6.502083343,-90.375,1105.5625,1195.9375,231,18.125,74.81838825,593.625,61.125,593.25,61.125,8.174571768,982.6875,179,2,0.154166649,18,52049.30582,2990721.602,2189.888889
PZ427,30,13.5763889,7.80277774,34.49201569,535.8151096,24.17777782,1.555555562,22.62222226,19.61111115,6.34259262,19.61111115,6.34259262,-62.55555556,1128.444444,1191,240.8888889,16.77777778,82.33180855,637.2222222,54,637.2222222,54,5.543521072,889.8888889,482,1,1.387499956,24,1583.346123,3449035.749,1154.333333
PZ428,18,15.31953125,8.470312443,36.78791335,537.453178,25.99375021,2.968750015,23.0250002,21.12187504,7.997916701,21.12187504,7.997916701,13.4375,1210.75,1197.3125,241,18.125,82.20557204,647.5625,58.1875,647.5625,58.1875,-1.109849267,929.3125,461,2,1.341666659,6,1679.115013,47591.79912,1145.444444
XX429,19,15.32222217,7.406944363,29.00877736,647.6370521,27.28333314,1.75,25.53333314,21.64444445,6.781944364,22.79305556,6.781944364,-85.58333333,1102.5,1188.083333,229.25,17.91666667,74.0670193,590.5,61.25,582.5,61.25,7.76266062,995.1666667,156,2,0.179166605,8,878.1215401,4398169.854,1460.777778
PZ430,35,11.99722224,7.931481462,36.19917236,512.683935,22.4777779,0.566666673,21.91111123,17.78518523,5.142592599,17.78518523,5.142592599,-12.77777777,1103.555556,1116.333333,221.3333333,14,83.32451736,599.6666667,46.55555556,599.6666667,46.55555556,1.157873539,832.4444444,563,2,1.229166617,6,798.474205,754074.5415,1086.333333
WM431,58,19.11076385,8.727083408,35.63090284,576.0724878,30.49166679,6.00000004,24.49166675,25.34166662,11.27777774,25.34166662,11.27777774,-9.41666667,1233.583333,1243,240.5833333,15,78.45665403,647.5833333,60.58333333,647.5833333,60.58333333,0.763358779,1015.916667,529,2,1.533333162,14,1069.308193,1029354.945,146
ZY432,55,15.89924241,7.246969759,29.2537087,628.9222177,27.48181829,2.709090905,24.77272738,23.07575749,7.534848484,23.07575749,7.534848484,-114.0909091,1125,1239.090909,238.8181818,17.90909091,75.88143759,626,63.54545455,626,63.54545455,10.14141414,1001.909091,249,2,0.35833328,7,29056.72479,2606444.268,305.2222222
XR433,21,15.9763889,7.772222281,31.85255763,600.5777609,27.44166644,3.041666667,24.39999978,22.73472216,7.901388903,22.73472216,7.901388903,-115.3333333,1159,1274.333333,251.3333333,18.08333333,78.67021025,664.5833333,63.5,664.5833333,63.5,9.951107276,986.8333333,273,2,0.68749996,7,3107.154877,6815264.079,668.5555556
PZ434,22,14.50381945,7.803472233,34.35134449,547.4863619,24.90833346,2.191666653,22.71666681,20.47638897,7.063888869,20.47638897,7.063888869,-78.75,1167,1245.75,248.5833333,20.08333333,80.65299256,664.25,63.58333333,664.25,63.58333333,6.748071979,915.4166667,454,2,0.783333495,21,4661.719955,3416071.098,1102
XX435,11,14.41145832,7.547916709,29.46454565,648.8178222,26.42499987,0.808333332,25.61666654,20.75277774,5.89722227,21.86805548,5.89722227,-98.25,1083,1181.25,227.4166667,18,74.16835429,583,61,579.8333333,61,9.072022161,973.5833333,131,1,0.408333436,7,8973.198822,3976258.468,1755.222222
LZ436,21,14.27592601,7.611111042,30.89698477,610.8971293,25.63333363,1.000000008,24.63333362,21.24074101,6.150000075,21.24074101,6.150000075,-72.22222223,1094.333333,1166.555556,228.3333333,17.88888889,76.58594238,589.1111111,57.88888889,589.1111111,57.88888889,6.599654788,939,575,1,1.770833196,11,2197.463013,1466592.678,810.25
PZ437,33,13.77083336,7.773333342,35.15783546,520.6684254,24.17000008,2.060000002,22.11000007,19.60833341,6.725000018,19.60833341,6.725000018,-54.1,1151.9,1206,242.2,15.9,83.0485677,652.6,52.9,652.6,52.9,4.696588246,892.2,561,2,1.204166725,23,2319.701401,3755331.655,1275.555556
PZ438,25,14.6377976,8.113690378,36.54474774,525.978275,25.11428574,2.914285711,22.20000003,20.35119049,7.49047618,20.35119049,7.49047618,21.85714286,1196.357143,1174.5,238.7857143,16.5,83.25585416,637.2857143,54.57142857,637.2857143,54.57142857,-1.826974745,902.3571429,419,2,1.275000026,22,4708.260254,6789931.456,1245.555556
AL439,52,15.73988095,7.594047597,32.38390431,575.6307218,26.6214289,3.171428544,23.45000035,22.07380962,7.935714245,22.07380962,7.935714245,-141.7142857,1166.857143,1308.571429,249.0714286,17.42857143,80.591165,701.8571429,64.42857143,701.8571429,64.42857143,12.14495593,973.5,240,1,0.300000042,6,4389.994614,2991476.438,416.4444444
QL440,17,15.45138889,7.447222153,32.11497566,569.4389659,26.07777765,2.888888889,23.18888876,21.75740744,7.720370354,21.75740744,7.720370354,-112.5555556,1162.333333,1274.888889,255.7777778,19.11111111,80.08100987,673.7777778,62.33333333,673.7777778,62.33333333,9.683586656,959,404,3,0.65416653,4,553.9318962,5500392.359,429.2222222
LZ441,21,13.79583332,7.497222211,30.51788604,610.772945,25.10833327,0.54166667,24.5666666,20.75972211,5.618055569,20.75972211,5.618055569,-67.66666666,1083.666667,1151.333333,226.0833333,17.91666667,77.43439582,586.25,56.91666667,586.25,56.91666667,6.244232543,913.3333333,396,2,1.395833549,8,2595.910477,1806140.158,684.1111111
PZ442,32,13.50151513,7.960606002,35.61127096,532.8144189,24.10000003,1.745454561,22.35454547,19.43787872,6.374242398,19.43787872,6.374242398,29.90909091,1159.545455,1129.636364,229.0909091,15,83.73180322,609.7272727,48.27272727,609.7272727,48.27272727,-2.579380635,864.8181818,633,1,1.562499975,14,2129.753815,3317773.244,1195.555556
PZ443,21,14.21628789,8.021969676,35.73992217,530.5230794,24.84545448,2.400000009,22.44545447,20.06818179,7.036363623,20.06818179,7.036363623,8,1178.363636,1170.363636,238.5454545,15.72727273,83.70264727,634.1818182,52.27272727,634.1818182,52.27272727,-0.678907576,891.4545455,227,1,0.329166671,13,1757.304794,2579232.57,1136.444444
CH444,15,19.28993057,7.731250001,32.28465026,590.5454573,30.46666702,6.516666691,23.95000033,25.94999999,11.38194448,25.94999999,11.38194448,-37,1220.75,1257.75,243.3333333,12.25,82.37330441,686.75,56.25,686.75,56.25,3.030923613,999.5,399,2,0.59583356,12,1240.01619,2324532.224,148.4444444
LZ445,21,14.68143943,7.614393974,30.81607938,615.1732673,26.09090926,1.38181817,24.70909109,21.7000001,6.510606066,21.7000001,6.510606066,-70.45454545,1099.909091,1170.363636,229.4545455,17.90909091,75.87401182,586.4545455,59,586.4545455,59,6.405488056,957.1818182,431,1,1.350000116,12,3401.864624,6560877.338,852.875
SC446,18,13.94280302,7.496212129,30.2484057,617.0285525,25.27272745,0.490909095,24.78181835,20.95303025,5.65909093,20.95303025,5.65909093,-52.18181818,1085,1137.181818,224.4545455,17.90909091,77.31661025,577.7272727,56.54545455,577.7272727,56.54545455,4.809384164,915.4545455,545,1,1.237500028,9,1800.646042,0,551.2222222
PZ447,30,13.74305556,7.973148138,35.70091501,524.3209354,24.30000008,1.966666645,22.33333344,19.60185182,6.666666658,19.60185182,6.666666658,-8.77777778,1145,1153.777778,235.5555556,15,83.76957224,623.2222222,48.77777778,623.2222222,48.77777778,0.766618147,882,496,2,0.783333321,14,5263.142868,1952493.855,1117
CH448,36,17.46607144,7.479761938,31.32344804,596.0489102,28.62142863,4.742857116,23.87857151,24.13214288,9.432142865,24.13214288,9.432142865,-117.5714286,1181.5,1299.071429,250.5714286,12.35714286,84.36936294,723.8571429,58.42857143,723.8571429,58.42857143,9.951030772,998.4285714,682,3,1.658333302,10,1209.495182,0,138
XX449,19,14.77685189,7.285185228,28.16436342,662.5991581,26.92222214,1.055555569,25.86666657,21.27222238,6.125925954,22.46111114,6.125925954,-87.88888889,1072.222222,1160.111111,221.5555556,17.33333333,72.62818721,574,60.33333333,555.4444444,60.33333333,8.196891192,988.4444444,186,2,0.358333349,7,1021.702522,2131875.121,276.4
QL450,35,15.80798611,7.557638829,31.78782596,583.2836786,26.76666657,2.991666655,23.77499992,22.2847222,7.918055538,22.2847222,7.918055538,-85.08333333,1167.666667,1252.75,250,19.33333333,79.65812452,658.9166667,62.16666667,658.9166667,62.16666667,7.286611476,969.75,759,3,2.112499843,20,3379.647995,4066516.23,444.8888889
ZF451,28,15.46818181,7.318181742,31.05679883,586.0509615,26.40909074,2.845454563,23.56363617,22.00757567,7.56212124,22.00757567,7.56212124,-175.5454546,1138.090909,1313.636364,255.0909091,18.45454545,79.48924445,695.7272727,65.63636364,695.7272727,65.63636364,15.42455468,974.1818182,701,1,1.299999893,7,738.6239586,0,556.6666667
XX452,16,14.75972221,7.252777843,28.60687476,649.5521221,26.58000043,1.226666673,25.35333376,21.09111115,6.225555523,22.24333333,6.225555523,-100.8666667,1086.933333,1187.8,229.6666667,17.93333333,74.31730514,588.7333333,60.93333333,584.0666667,60.93333333,9.279931306,982.6,210,2,0.529166569,8,1706.500793,4321996.262,1522
PD453,15,14.97041664,7.427499886,29.49763027,637.1944987,26.70000038,1.520000005,25.18000038,22.26333351,6.554999979,22.26333351,6.554999979,-73.2,1104.8,1178,229.2,18,75.03075489,584.5,59.3,584.5,59.3,6.625633599,979.4,172,1,0.25000003,6,3160.423218,3611090.322,753.4444444
ZY454,59,15.94393939,7.163636359,29.13085335,625.4130857,27.49090906,2.900000009,24.59090905,23.08030302,7.622727235,23.08030302,7.622727235,-109.9090909,1126.818182,1236.727273,239.2727273,17.81818182,75.91982136,624.9090909,62.72727273,624.9090909,62.72727273,9.753933038,1002.181818,379,2,0.82916681,9,1244.756523,3015131.531,224
QL455,35,17.95937502,8.632638949,34.535608,597.1479305,29.54999987,4.558333337,24.99166654,24.49861108,9.850000014,24.49861108,9.850000014,0.83333333,1226.25,1225.416667,243.4166667,17.5,78.7615178,639.3333333,61.33333333,639.3333333,61.33333333,-0.067957866,1009,749,1,1.987499843,31,1712.709351,0,390.8888889
CH456,28,18.17083336,7.753333314,33.02166885,571.2954623,29.26000004,5.779999971,23.48000007,24.57333345,10.46833332,24.57333345,10.46833332,-67.3,1219.3,1286.6,258.2,10.2,87.12764471,734.2,53.7,734.2,53.7,5.519560404,986.6,463,1,0.658333222,14,263.5029259,1000000,139.6666667
PZ457,22,15.0757576,8.127272697,34.6359828,557.7116943,25.82727276,2.363636353,23.46363641,21.18030311,7.493939376,21.18030311,7.493939376,-36.09090909,1192,1228.090909,252,16.90909091,83.16539379,663.5454545,54.90909091,663.5454545,54.90909091,3.02776083,932.4545455,534,1,1.379166742,13,1344.885376,3776378.911,1228.222222
GL458,25,17.74351851,8.683333258,34.12560028,608.0473327,29.86666637,4.422222217,25.44444415,24.54259265,9.557407445,24.54259265,9.557407445,-57,1192.222222,1249.222222,246.7777778,16.88888889,78.66172576,652.7777778,62.11111111,652.7777778,62.11111111,4.780987884,1013.666667,682,2,1.858333459,27,3389.071014,1054241.765,511.5555556
ZY459,47,14.98359379,6.975520872,29.1864455,607.7353094,26.20625007,2.306249976,23.9000001,21.91458337,6.920833359,21.91458337,6.920833359,-177,1092.8125,1269.8125,240.875,16.9375,76.78369666,652.8125,63.8125,652.8125,63.8125,16.19674006,981.5,414,1,0.762499928,12,1361.674881,662560.9072,221
AL460,46,15.98993048,7.57152785,32.28792617,576.5413227,26.80833308,3.358333409,23.44999967,22.32222199,8.159722239,22.32222199,8.159722239,-142.8333333,1171.666667,1314.5,252.25,18,80.21945564,703.6666667,67,703.6666667,67,12.19061166,979.25,185,1,0.329166561,6,1184.257851,129488.1839,372.3333333
AL461,50,15.72129633,7.609259327,32.3341065,579.3411241,26.70000013,3.166666614,23.53333351,22.1444445,7.894444483,22.1444445,7.894444483,-158.2222222,1154.888889,1313.111111,249.3333333,15.33333333,81.85030728,712.8888889,61.22222222,712.8888889,61.22222222,13.70021166,973,223,3,0.375000109,8,1544.943237,2492545.834,326.7777778
GL462,22,16.96527776,7.682407609,30.67451041,623.6658275,28.74444432,3.699999968,25.04444435,24.06481478,8.633333365,24.06481478,8.633333365,-65.66666667,1161,1226.666667,242.2222222,17.77777778,77.12745228,628.2222222,62.77777778,628.2222222,62.77777778,5.656043641,1012.777778,512,1,0.658333242,19,1270.769577,2812204.522,452.5555556
WM463,77,17.15451388,7.999305497,32.40614622,600.2796801,28.92500019,4.241666675,24.68333352,24.00555555,9.165277806,24.00555555,9.165277806,-81.5,1167.25,1248.75,241.5,15.58333333,77.95018162,647.0833333,60.83333333,647.0833333,60.83333333,6.982223174,1012.25,632,2,1.700000038,23,871.0835266,147849.9551,147.1111111
CH464,20,18.5159722,7.597222216,31.68773979,593.1091725,29.78333346,5.808333278,23.97500018,25.25555547,10.62222224,25.25555547,10.62222224,-37.16666666,1209.416667,1246.583333,241.1666667,11.16666667,83.33787483,686.9166667,53.91666667,686.9166667,53.91666667,3.073106869,987.6666667,602,1,1.508333246,16,500.7359276,1775308.472,139.7777778
XX465,21,15.21208335,7.254166687,29.28612471,627.8382253,26.77999973,2.009999967,24.76999977,22.4166666,6.91333336,22.4166666,6.91333336,-98.7,1107,1205.7,234.7,18,75.20654759,601.4,62,601.4,62,8.91598916,991.6,206,2,0.295833245,4,1454.947159,3760859.732,1508.555556
ZY466,58,15.87083333,7.313888849,29.03251401,640.832951,27.61666663,2.425000052,25.19166658,22.12638892,7.380555573,23.20972231,7.380555573,-90.41666667,1119.083333,1209.5,231.6666667,17.75,74.60137412,602.5,61.75,598.75,61.75,8.079529377,1005.333333,244,2,0.254166683,5,1516.118164,1178438.226,233
XX467,15,15.43148144,7.342592676,28.69429754,651.8163262,27.38888847,1.799999952,25.58888851,21.7888889,6.837036998,22.93888862,6.837036998,-84.55555556,1103.333333,1187.888889,228.5555556,17.66666667,73.9694584,591.8888889,61.66666667,580.7777778,61.66666667,7.663645519,998.3333333,134,2,0.150000324,3,1426.425621,5948815.558,1467.777778
SC468,33,14.64583331,7.368333368,32.02160196,565.1187808,25.26666654,2.253333338,23.0133332,21.01777771,7.062222228,21.01777771,7.062222228,-55.86666667,1131.733333,1187.6,239.7333333,18.6,80.49735454,626.4666667,57.93333333,626.4666667,57.93333333,4.936380773,920,1166,3,3.645833482,28,1186.636402,935959.8993,547.8888889
AL469,37,16.65303029,8.096969666,34.07259588,572.465816,27.83636336,4.072727203,23.76363616,22.94999998,8.875757528,22.94999998,8.875757528,-114.6363636,1200.090909,1314.727273,252.7272727,18.63636364,80.96113556,710.3636364,68.54545455,710.3636364,68.54545455,9.552306644,989.3636364,203,2,0.287500064,7,2048.453217,2984849.115,428.875
QL470,39,16.02395835,7.820138877,32.47630327,585.4082239,27.1833334,3.108333349,24.07500005,22.54027775,8.113888843,22.54027775,8.113888843,-110,1167.25,1277.25,254.75,18.91666667,79.29879734,670.3333333,63.33333333,670.3333333,63.33333333,9.423859499,978.1666667,761,2,2.599999984,25,1064.17625,6586076.074,453.4444444
CH471,34,17.85902777,7.354166614,31.51950256,581.638201,28.5999999,5.266666691,23.33333321,24.33194439,10.01111111,24.33194439,10.01111111,-77.33333334,1204.833333,1282.166667,248.9166667,13.08333333,82.4019426,700.0833333,58.91666667,700.0833333,58.91666667,6.418591784,1006.5,612,1,1.141666631,14,859.4409599,14879.7201,138
SC472,18,14.15378788,7.70454539,30.99862819,610.8547163,25.52727283,0.672727276,24.85454556,21.10303036,5.978787848,21.10303036,5.978787848,-16.90909091,1097.636364,1114.545455,219.3636364,17.81818182,77.31423258,565.7272727,54.90909091,565.7272727,54.90909091,1.540500249,911.4545455,540,1,1.366666521,8,3535.406357,3423493.297,627.5555556
AL473,34,16.71041666,7.570833205,31.16566357,603.1098754,28.14999962,3.858333329,24.29166629,23.46805554,8.590277755,23.46805554,8.590277755,-151.9166667,1163.416667,1315.333333,256,15.91666667,80.92008448,707.25,63.16666667,707.25,63.16666667,13.05780388,1004.166667,370,1,1.225000203,10,1423.056282,127408.0262,321.5555556
ZN474,31,16.00312497,7.472916762,30.112381,622.0818165,27.59166654,2.775000016,24.81666652,23.08888878,7.720833302,23.08888878,7.720833302,-69.58333334,1140.833333,1210.416667,239,18.5,76.41826464,613,62.33333333,613,62.33333333,6.099342586,993.25,266,1,0.666666547,10,2091.97625,1165624.364,431.1111111
CH475,31,16.69458333,7.632499955,32.23125259,584.4672423,27.81999969,4.139999986,23.67999971,23.23166672,8.836666683,23.23166672,8.836666683,-139.4,1174.2,1313.6,251.6,14,83.35499019,725.1,61.7,725.1,61.7,11.87191279,990.1,636,1,1.137500028,13,974.6314011,3000000,153.6666667
ZY476,37,16.73977278,7.603787883,29.87202954,644.4888013,28.71818196,3.263636351,25.45454561,22.94242437,8.203030286,24.11666682,8.203030286,-83.72727272,1136.545455,1220.272727,230.5454545,18,74.18063226,610.4545455,64.90909091,601.3636364,64.90909091,7.366821308,1016.090909,354,1,0.225000223,7,871.9452057,0,221
CH477,36,18.6439815,8.102777772,34.39869302,559.4709968,29.80000008,6.244444423,23.55555566,24.86111111,11.06666673,24.86111111,11.06666673,-62.66666667,1238.333333,1301,257,11.11111111,86.53782693,738.1111111,55.55555556,738.1111111,55.55555556,5.060565276,992.8888889,715,2,1.895833353,13,455.8468018,0,150
AL478,54,16.32552084,8.205208443,34.65751094,566.3904808,27.29999995,3.62499997,23.67499998,22.5,8.60208332,22.5,8.60208332,-112.75,1192.25,1305,250.625,19.125,80.42375989,701,67.375,701,67.375,9.456909205,980.75,280,2,0.370833288,7,1330.2864,3397279.274,379.8
